"State","Season","Week ending date","Age Category","Sex","Race","Rate Type","Weekly Rate","Cumulative Rate"
"TN","2021-22","2022-02-12","1-4 years","All","All","Observed","6.8","52.9"
"TN","2021-22","2022-02-05","1-4 years","All","All","Observed","5.6","46.1"
"TN","2021-22","2022-01-29","1-4 years","All","All","Observed","6.8","40.5"
"TN","2021-22","2022-01-22","1-4 years","All","All","Observed","13.5","33.8"
"TN","2021-22","2022-01-15","1-4 years","All","All","Observed","4.5","20.3"
"TN","2021-22","2022-01-08","1-4 years","All","All","Observed","9.0","15.8"
"TN","2021-22","2022-01-01","1-4 years","All","All","Observed","2.3","6.8"
"TN","2021-22","2021-12-25","1-4 years","All","All","Observed","1.1","4.5"
"TN","2021-22","2021-12-18","1-4 years","All","All","Observed","0.0","3.4"
"TN","2021-22","2021-12-11","1-4 years","All","All","Observed","0.0","3.4"
"TN","2021-22","2021-12-04","1-4 years","All","All","Observed","0.0","3.4"
"TN","2021-22","2021-11-27","1-4 years","All","All","Observed","0.0","3.4"
"TN","2021-22","2021-11-20","1-4 years","All","All","Observed","0.0","3.4"
"TN","2021-22","2021-11-13","1-4 years","All","All","Observed","1.1","3.4"
"TN","2021-22","2021-11-06","1-4 years","All","All","Observed","0.0","2.3"
"TN","2021-22","2021-10-30","1-4 years","All","All","Observed","1.1","2.3"
"TN","2021-22","2021-10-23","1-4 years","All","All","Observed","0.0","1.1"
"TN","2021-22","2021-10-16","1-4 years","All","All","Observed","0.0","1.1"
"TN","2021-22","2021-10-09","1-4 years","All","All","Observed","1.1","1.1"
"IA","2021-22","2021-10-09","1-4 years","All","All","Observed","0.0","0.0"
"IA","2021-22","2021-10-16","1-4 years","All","All","Observed","0.0","0.0"
"IA","2021-22","2021-10-23","1-4 years","All","All","Observed","0.0","0.0"
"IA","2021-22","2021-10-30","1-4 years","All","All","Observed","0.0","0.0"
"IA","2021-22","2021-11-06","1-4 years","All","All","Observed","0.0","0.0"
"IA","2021-22","2021-11-13","1-4 years","All","All","Observed","0.0","0.0"
"IA","2021-22","2021-11-20","1-4 years","All","All","Observed","0.0","0.0"
"IA","2021-22","2021-11-27","1-4 years","All","All","Observed","0.0","0.0"
"IA","2021-22","2021-12-04","1-4 years","All","All","Observed","0.0","0.0"
"IA","2021-22","2021-12-11","1-4 years","All","All","Observed","0.0","0.0"
"IA","2021-22","2021-12-18","1-4 years","All","All","Observed","0.0","0.0"
"IA","2021-22","2021-12-25","1-4 years","All","All","Observed","0.0","0.0"
"IA","2021-22","2022-01-01","1-4 years","All","All","Observed","0.0","0.0"
"IA","2021-22","2022-01-08","1-4 years","All","All","Observed","0.0","0.0"
"IA","2021-22","2022-01-15","1-4 years","All","All","Observed","31.4","31.4"
"IA","2021-22","2022-01-22","1-4 years","All","All","Observed","0.0","31.4"
"IA","2021-22","2022-01-29","1-4 years","All","All","Observed","0.0","31.4"
"IA","2021-22","2022-02-05","1-4 years","All","All","Observed","15.7","47.1"
"IA","2021-22","2022-02-12","1-4 years","All","All","Observed","0.0","47.1"
"IA","2021-22","2022-02-19","1-4 years","All","All","Observed","0.0","47.1"
"IA","2021-22","2022-02-26","1-4 years","All","All","Observed","15.7","62.8"
"IA","2021-22","2022-03-05","1-4 years","All","All","Observed","0.0","62.8"
"IA","2021-22","2022-03-12","1-4 years","All","All","Observed","0.0","62.8"
"IA","2021-22","2022-03-19","1-4 years","All","All","Observed","0.0","62.8"
"IA","2021-22","2022-03-26","1-4 years","All","All","Observed","0.0","62.8"
"IA","2021-22","2022-04-02","1-4 years","All","All","Observed","0.0","62.8"
"IA","2021-22","2022-04-09","1-4 years","All","All","Observed","15.7","78.5"
"IA","2021-22","2022-04-16","1-4 years","All","All","Observed","0.0","78.5"
"IA","2021-22","2022-04-23","1-4 years","All","All","Observed","0.0","78.5"
"IA","2021-22","2022-04-30","1-4 years","All","All","Observed","0.0","78.5"
"IA","2021-22","2022-05-07","1-4 years","All","All","Observed","0.0","78.5"
"IA","2021-22","2022-05-14","1-4 years","All","All","Observed","0.0","78.5"
"IA","2021-22","2022-05-21","1-4 years","All","All","Observed","0.0","78.5"
"MD","2021-22","2021-10-09","1-4 years","All","All","Observed","2.8","2.8"
"MD","2021-22","2021-10-16","1-4 years","All","All","Observed","1.0","3.8"
"MD","2021-22","2021-10-23","1-4 years","All","All","Observed","0.7","4.5"
"MD","2021-22","2021-10-30","1-4 years","All","All","Observed","1.0","5.6"
"MD","2021-22","2021-11-06","1-4 years","All","All","Observed","0.0","5.6"
"MD","2021-22","2021-11-13","1-4 years","All","All","Observed","0.3","5.9"
"MD","2021-22","2021-11-20","1-4 years","All","All","Observed","0.3","6.3"
"MD","2021-22","2021-11-27","1-4 years","All","All","Observed","0.7","6.9"
"MD","2021-22","2021-12-04","1-4 years","All","All","Observed","1.7","8.7"
"MD","2021-22","2021-12-11","1-4 years","All","All","Observed","3.1","11.8"
"MD","2021-22","2021-12-18","1-4 years","All","All","Observed","0.3","12.2"
"MD","2021-22","2021-12-25","1-4 years","All","All","Observed","5.9","18.1"
"MD","2021-22","2022-01-01","1-4 years","All","All","Observed","9.7","27.8"
"MD","2021-22","2022-01-08","1-4 years","All","All","Observed","8.3","36.1"
"MD","2021-22","2022-01-15","1-4 years","All","All","Observed","6.6","42.7"
"MD","2021-22","2022-01-22","1-4 years","All","All","Observed","7.3","50.0"
"MD","2021-22","2022-01-29","1-4 years","All","All","Observed","2.8","52.8"
"MD","2021-22","2022-02-05","1-4 years","All","All","Observed","2.8","55.6"
"MD","2021-22","2022-02-12","1-4 years","All","All","Observed","3.5","59.0"
"NM","2021-22","2022-10-01","1-4 years","All","All","Observed","0.0","163.0"
"NM","2021-22","2022-09-24","1-4 years","All","All","Observed","0.0","163.0"
"NM","2021-22","2022-09-17","1-4 years","All","All","Observed","0.0","163.0"
"NM","2021-22","2022-09-10","1-4 years","All","All","Observed","0.0","163.0"
"NM","2021-22","2022-09-03","1-4 years","All","All","Observed","1.8","163.0"
"NM","2021-22","2022-08-27","1-4 years","All","All","Observed","5.5","161.2"
"NM","2021-22","2022-08-20","1-4 years","All","All","Observed","1.8","155.7"
"NM","2021-22","2022-08-13","1-4 years","All","All","Observed","5.5","153.8"
"NM","2021-22","2022-08-06","1-4 years","All","All","Observed","11.0","148.3"
"NM","2021-22","2022-07-30","1-4 years","All","All","Observed","1.8","137.3"
"NM","2021-22","2022-07-23","1-4 years","All","All","Observed","1.8","135.5"
"NM","2021-22","2022-07-16","1-4 years","All","All","Observed","3.7","133.7"
"NM","2021-22","2022-07-09","1-4 years","All","All","Observed","0.0","130.0"
"NM","2021-22","2022-07-02","1-4 years","All","All","Observed","1.8","130.0"
"NM","2021-22","2022-06-25","1-4 years","All","All","Observed","11.0","128.2"
"NM","2021-22","2022-06-18","1-4 years","All","All","Observed","3.7","117.2"
"NM","2021-22","2022-06-11","1-4 years","All","All","Observed","0.0","113.5"
"NM","2021-22","2022-06-04","1-4 years","All","All","Observed","1.8","113.5"
"NM","2021-22","2022-05-28","1-4 years","All","All","Observed","1.8","111.7"
"NM","2021-22","2022-05-21","1-4 years","All","All","Observed","1.8","109.9"
"NM","2021-22","2022-05-14","1-4 years","All","All","Observed","1.8","108.0"
"NM","2021-22","2022-05-07","1-4 years","All","All","Observed","0.0","106.2"
"NM","2021-22","2022-04-30","1-4 years","All","All","Observed","1.8","106.2"
"NM","2021-22","2022-04-23","1-4 years","All","All","Observed","1.8","104.4"
"NM","2021-22","2022-04-16","1-4 years","All","All","Observed","1.8","102.6"
"NM","2021-22","2022-04-09","1-4 years","All","All","Observed","0.0","100.7"
"NM","2021-22","2022-04-02","1-4 years","All","All","Observed","0.0","100.7"
"NM","2021-22","2022-03-26","1-4 years","All","All","Observed","1.8","100.7"
"NM","2021-22","2022-03-19","1-4 years","All","All","Observed","3.7","98.9"
"NM","2021-22","2022-03-12","1-4 years","All","All","Observed","1.8","95.2"
"NM","2021-22","2022-03-05","1-4 years","All","All","Observed","1.8","93.4"
"NM","2021-22","2022-02-26","1-4 years","All","All","Observed","7.3","91.6"
"NM","2021-22","2022-02-19","1-4 years","All","All","Observed","5.5","84.2"
"NM","2021-22","2022-02-12","1-4 years","All","All","Observed","1.8","78.7"
"NM","2021-22","2022-02-05","1-4 years","All","All","Observed","5.5","76.9"
"NM","2021-22","2022-01-29","1-4 years","All","All","Observed","7.3","71.4"
"NM","2021-22","2022-01-22","1-4 years","All","All","Observed","23.8","64.1"
"NM","2021-22","2022-01-15","1-4 years","All","All","Observed","11.0","40.3"
"NM","2021-22","2022-01-08","1-4 years","All","All","Observed","14.7","29.3"
"NM","2021-22","2022-01-01","1-4 years","All","All","Observed","0.0","14.7"
"NM","2021-22","2021-12-25","1-4 years","All","All","Observed","3.7","14.7"
"NM","2021-22","2021-12-18","1-4 years","All","All","Observed","0.0","11.0"
"NM","2021-22","2021-12-11","1-4 years","All","All","Observed","0.0","11.0"
"NM","2021-22","2021-12-04","1-4 years","All","All","Observed","1.8","11.0"
"NM","2021-22","2021-11-27","1-4 years","All","All","Observed","1.8","9.2"
"NM","2021-22","2021-11-20","1-4 years","All","All","Observed","1.8","7.3"
"NM","2021-22","2021-11-13","1-4 years","All","All","Observed","0.0","5.5"
"NM","2021-22","2021-11-06","1-4 years","All","All","Observed","0.0","5.5"
"NM","2021-22","2021-10-30","1-4 years","All","All","Observed","0.0","5.5"
"NM","2021-22","2021-10-23","1-4 years","All","All","Observed","3.7","5.5"
"NM","2021-22","2021-10-16","1-4 years","All","All","Observed","1.8","1.8"
"NM","2021-22","2021-10-09","1-4 years","All","All","Observed","0.0","0.0"
"UT","2021-22","2022-09-24","1-4 years","All","All","Observed","0.0","122.7"
"UT","2021-22","2022-09-17","1-4 years","All","All","Observed","4.8","122.7"
"UT","2021-22","2022-09-10","1-4 years","All","All","Observed","3.2","117.9"
"UT","2021-22","2022-09-03","1-4 years","All","All","Observed","0.0","114.8"
"UT","2021-22","2022-08-27","1-4 years","All","All","Observed","0.0","114.8"
"UT","2021-22","2022-08-20","1-4 years","All","All","Observed","1.6","114.8"
"UT","2021-22","2022-08-13","1-4 years","All","All","Observed","3.2","113.2"
"UT","2021-22","2022-08-06","1-4 years","All","All","Observed","4.8","110.0"
"UT","2021-22","2022-07-30","1-4 years","All","All","Observed","4.8","105.2"
"UT","2021-22","2022-07-23","1-4 years","All","All","Observed","0.0","100.4"
"UT","2021-22","2022-07-16","1-4 years","All","All","Observed","3.2","100.4"
"UT","2021-22","2022-07-09","1-4 years","All","All","Observed","8.0","97.2"
"UT","2021-22","2022-07-02","1-4 years","All","All","Observed","4.8","89.3"
"UT","2021-22","2022-06-25","1-4 years","All","All","Observed","3.2","84.5"
"UT","2021-22","2022-06-18","1-4 years","All","All","Observed","1.6","81.3"
"UT","2021-22","2022-06-11","1-4 years","All","All","Observed","3.2","79.7"
"UT","2021-22","2022-06-04","1-4 years","All","All","Observed","1.6","76.5"
"UT","2021-22","2022-05-28","1-4 years","All","All","Observed","1.6","74.9"
"UT","2021-22","2022-05-21","1-4 years","All","All","Observed","0.0","73.3"
"UT","2021-22","2022-05-14","1-4 years","All","All","Observed","0.0","73.3"
"UT","2021-22","2022-05-07","1-4 years","All","All","Observed","1.6","73.3"
"UT","2021-22","2022-04-30","1-4 years","All","All","Observed","0.0","71.7"
"UT","2021-22","2022-04-23","1-4 years","All","All","Observed","1.6","71.7"
"UT","2021-22","2022-04-16","1-4 years","All","All","Observed","1.6","70.1"
"UT","2021-22","2022-04-09","1-4 years","All","All","Observed","3.2","68.5"
"CO","2021-22","2022-10-01","1-4 years","All","All","Observed","3.2","214.6"
"UT","2021-22","2022-04-02","1-4 years","All","All","Observed","0.0","65.3"
"UT","2021-22","2022-03-26","1-4 years","All","All","Observed","1.6","65.3"
"UT","2021-22","2022-03-19","1-4 years","All","All","Observed","1.6","63.8"
"UT","2021-22","2022-03-12","1-4 years","All","All","Observed","1.6","62.2"
"UT","2021-22","2022-03-05","1-4 years","All","All","Observed","3.2","60.6"
"UT","2021-22","2022-02-26","1-4 years","All","All","Observed","0.0","57.4"
"UT","2021-22","2022-02-19","1-4 years","All","All","Observed","6.4","57.4"
"UT","2021-22","2022-02-12","1-4 years","All","All","Observed","4.8","51.0"
"UT","2021-22","2022-02-05","1-4 years","All","All","Observed","1.6","46.2"
"UT","2021-22","2022-01-29","1-4 years","All","All","Observed","4.8","44.6"
"UT","2021-22","2022-01-22","1-4 years","All","All","Observed","6.4","39.8"
"UT","2021-22","2022-01-15","1-4 years","All","All","Observed","9.6","33.5"
"UT","2021-22","2022-01-08","1-4 years","All","All","Observed","1.6","23.9"
"UT","2021-22","2022-01-01","1-4 years","All","All","Observed","3.2","22.3"
"UT","2021-22","2021-12-25","1-4 years","All","All","Observed","1.6","19.1"
"UT","2021-22","2021-12-18","1-4 years","All","All","Observed","1.6","17.5"
"UT","2021-22","2021-12-11","1-4 years","All","All","Observed","1.6","15.9"
"UT","2021-22","2021-12-04","1-4 years","All","All","Observed","8.0","14.3"
"UT","2021-22","2021-11-27","1-4 years","All","All","Observed","0.0","6.4"
"UT","2021-22","2021-11-20","1-4 years","All","All","Observed","0.0","6.4"
"UT","2021-22","2021-11-13","1-4 years","All","All","Observed","1.6","6.4"
"UT","2021-22","2021-11-06","1-4 years","All","All","Observed","0.0","4.8"
"UT","2021-22","2021-10-30","1-4 years","All","All","Observed","0.0","4.8"
"UT","2021-22","2021-10-23","1-4 years","All","All","Observed","1.6","4.8"
"UT","2021-22","2021-10-16","1-4 years","All","All","Observed","3.2","3.2"
"UT","2021-22","2021-10-09","1-4 years","All","All","Observed","0.0","0.0"
"MD","2021-22","2022-02-19","1-4 years","All","All","Observed","1.4","60.4"
"MD","2021-22","2022-02-26","1-4 years","All","All","Observed","0.7","61.1"
"MD","2021-22","2022-03-05","1-4 years","All","All","Observed","1.0","62.2"
"MD","2021-22","2022-03-12","1-4 years","All","All","Observed","1.7","63.9"
"MD","2021-22","2022-03-19","1-4 years","All","All","Observed","0.0","63.9"
"MD","2021-22","2022-03-26","1-4 years","All","All","Observed","0.3","64.2"
"MD","2021-22","2022-04-02","1-4 years","All","All","Observed","0.3","64.6"
"MD","2021-22","2022-04-09","1-4 years","All","All","Observed","1.0","65.6"
"MD","2021-22","2022-04-16","1-4 years","All","All","Observed","0.0","65.6"
"MD","2021-22","2022-04-23","1-4 years","All","All","Observed","0.3","66.0"
"MD","2021-22","2022-04-30","1-4 years","All","All","Observed","1.4","67.4"
"MD","2021-22","2022-05-07","1-4 years","All","All","Observed","0.7","68.1"
"MD","2021-22","2022-05-14","1-4 years","All","All","Observed","2.1","70.1"
"MD","2021-22","2022-05-21","1-4 years","All","All","Observed","2.1","72.2"
"MD","2021-22","2022-05-28","1-4 years","All","All","Observed","2.1","74.3"
"MD","2021-22","2022-06-04","1-4 years","All","All","Observed","2.4","76.7"
"MD","2021-22","2022-06-11","1-4 years","All","All","Observed","1.4","78.1"
"MD","2021-22","2022-06-18","1-4 years","All","All","Observed","1.4","79.5"
"MD","2021-22","2022-06-25","1-4 years","All","All","Observed","2.1","81.6"
"MD","2021-22","2022-07-02","1-4 years","All","All","Observed","2.8","84.4"
"MD","2021-22","2022-07-09","1-4 years","All","All","Observed","1.7","86.1"
"MD","2021-22","2022-07-16","1-4 years","All","All","Observed","1.0","87.2"
"MD","2021-22","2022-07-23","1-4 years","All","All","Observed","2.1","89.2"
"MD","2021-22","2022-07-30","1-4 years","All","All","Observed","2.1","91.3"
"MD","2021-22","2022-08-06","1-4 years","All","All","Observed","2.4","93.8"
"MD","2021-22","2022-08-13","1-4 years","All","All","Observed","2.8","96.5"
"MD","2021-22","2022-08-20","1-4 years","All","All","Observed","2.8","99.3"
"MD","2021-22","2022-08-27","1-4 years","All","All","Observed","3.8","103.1"
"MD","2021-22","2022-09-03","1-4 years","All","All","Observed","1.0","104.2"
"MD","2021-22","2022-09-10","1-4 years","All","All","Observed","2.4","106.6"
"MD","2021-22","2022-09-17","1-4 years","All","All","Observed","2.1","108.7"
"MD","2021-22","2022-09-24","1-4 years","All","All","Observed","1.4","110.1"
"MD","2021-22","2022-10-01","1-4 years","All","All","Observed","0.7","110.8"
"MI","2021-22","2021-10-09","1-4 years","All","All","Observed","1.9","1.9"
"MI","2021-22","2021-10-16","1-4 years","All","All","Observed","1.9","3.8"
"MI","2021-22","2021-10-23","1-4 years","All","All","Observed","0.0","3.8"
"MI","2021-22","2021-10-30","1-4 years","All","All","Observed","1.9","5.7"
"MI","2021-22","2021-11-06","1-4 years","All","All","Observed","1.9","7.6"
"MI","2021-22","2021-11-13","1-4 years","All","All","Observed","1.9","9.5"
"MI","2021-22","2021-11-20","1-4 years","All","All","Observed","0.0","9.5"
"MI","2021-22","2021-11-27","1-4 years","All","All","Observed","3.8","13.3"
"MI","2021-22","2021-12-04","1-4 years","All","All","Observed","1.9","15.2"
"MI","2021-22","2021-12-11","1-4 years","All","All","Observed","0.0","15.2"
"MI","2021-22","2021-12-18","1-4 years","All","All","Observed","9.5","24.8"
"MI","2021-22","2021-12-25","1-4 years","All","All","Observed","0.0","24.8"
"MI","2021-22","2022-01-01","1-4 years","All","All","Observed","5.7","30.5"
"MI","2021-22","2022-01-08","1-4 years","All","All","Observed","7.6","38.1"
"MI","2021-22","2022-01-15","1-4 years","All","All","Observed","3.8","41.9"
"MI","2021-22","2022-01-22","1-4 years","All","All","Observed","7.6","49.5"
"MI","2021-22","2022-01-29","1-4 years","All","All","Observed","9.5","59.0"
"MI","2021-22","2022-02-05","1-4 years","All","All","Observed","9.5","68.5"
"MI","2021-22","2022-02-12","1-4 years","All","All","Observed","11.4","80.0"
"MN","2021-22","2022-10-01","1-4 years","All","All","Observed","3.2","123.3"
"MN","2021-22","2022-09-24","1-4 years","All","All","Observed","1.3","120.1"
"MN","2021-22","2022-09-17","1-4 years","All","All","Observed","2.6","118.8"
"MN","2021-22","2022-09-10","1-4 years","All","All","Observed","0.0","116.2"
"MN","2021-22","2022-09-03","1-4 years","All","All","Observed","1.9","116.2"
"MN","2021-22","2022-08-27","1-4 years","All","All","Observed","2.6","114.2"
"MN","2021-22","2022-08-20","1-4 years","All","All","Observed","2.6","111.6"
"MN","2021-22","2022-08-13","1-4 years","All","All","Observed","1.9","109.0"
"MN","2021-22","2022-08-06","1-4 years","All","All","Observed","1.9","107.1"
"MN","2021-22","2022-07-30","1-4 years","All","All","Observed","1.3","105.2"
"MN","2021-22","2022-07-23","1-4 years","All","All","Observed","3.2","103.9"
"MN","2021-22","2022-07-16","1-4 years","All","All","Observed","0.6","100.6"
"MN","2021-22","2022-07-09","1-4 years","All","All","Observed","2.6","100.0"
"MN","2021-22","2022-07-02","1-4 years","All","All","Observed","2.6","97.4"
"MN","2021-22","2022-06-25","1-4 years","All","All","Observed","1.9","94.8"
"MN","2021-22","2022-06-18","1-4 years","All","All","Observed","2.6","92.8"
"MN","2021-22","2022-06-11","1-4 years","All","All","Observed","2.6","90.2"
"MN","2021-22","2022-06-04","1-4 years","All","All","Observed","0.6","87.6"
"MN","2021-22","2022-05-28","1-4 years","All","All","Observed","1.3","87.0"
"MN","2021-22","2022-05-21","1-4 years","All","All","Observed","1.3","85.7"
"MN","2021-22","2022-05-14","1-4 years","All","All","Observed","0.6","84.4"
"MN","2021-22","2022-05-07","1-4 years","All","All","Observed","0.6","83.7"
"MN","2021-22","2022-04-30","1-4 years","All","All","Observed","1.3","83.1"
"MN","2021-22","2022-04-23","1-4 years","All","All","Observed","1.9","81.8"
"MN","2021-22","2022-04-16","1-4 years","All","All","Observed","1.3","79.8"
"MN","2021-22","2022-04-09","1-4 years","All","All","Observed","1.9","78.5"
"MN","2021-22","2022-04-02","1-4 years","All","All","Observed","0.6","76.6"
"MN","2021-22","2022-03-26","1-4 years","All","All","Observed","1.3","75.9"
"MN","2021-22","2022-03-19","1-4 years","All","All","Observed","1.9","74.6"
"MN","2021-22","2022-03-12","1-4 years","All","All","Observed","1.9","72.7"
"MN","2021-22","2022-03-05","1-4 years","All","All","Observed","2.6","70.8"
"MN","2021-22","2022-02-26","1-4 years","All","All","Observed","1.9","68.2"
"MN","2021-22","2022-02-19","1-4 years","All","All","Observed","0.6","66.2"
"MN","2021-22","2022-02-12","1-4 years","All","All","Observed","3.2","65.6"
"MN","2021-22","2022-02-05","1-4 years","All","All","Observed","5.2","62.3"
"MN","2021-22","2022-01-29","1-4 years","All","All","Observed","4.5","57.1"
"MN","2021-22","2022-01-22","1-4 years","All","All","Observed","9.1","52.6"
"MN","2021-22","2022-01-15","1-4 years","All","All","Observed","9.7","43.5"
"MN","2021-22","2022-01-08","1-4 years","All","All","Observed","7.8","33.8"
"MN","2021-22","2022-01-01","1-4 years","All","All","Observed","1.3","26.0"
"MN","2021-22","2021-12-25","1-4 years","All","All","Observed","3.2","24.7"
"MN","2021-22","2021-12-18","1-4 years","All","All","Observed","1.9","21.4"
"MN","2021-22","2021-12-11","1-4 years","All","All","Observed","3.2","19.5"
"MN","2021-22","2021-12-04","1-4 years","All","All","Observed","2.6","16.2"
"MN","2021-22","2021-11-27","1-4 years","All","All","Observed","4.5","13.6"
"MN","2021-22","2021-11-20","1-4 years","All","All","Observed","1.3","9.1"
"MN","2021-22","2021-11-13","1-4 years","All","All","Observed","2.6","7.8"
"MN","2021-22","2021-11-06","1-4 years","All","All","Observed","1.3","5.2"
"MN","2021-22","2021-10-30","1-4 years","All","All","Observed","0.0","3.9"
"MN","2021-22","2021-10-23","1-4 years","All","All","Observed","1.3","3.9"
"MN","2021-22","2021-10-16","1-4 years","All","All","Observed","1.3","2.6"
"MN","2021-22","2021-10-09","1-4 years","All","All","Observed","1.3","1.3"
"All","2021-22","2021-10-09","1-4 years","All","All","Observed","1.7","1.7"
"All","2021-22","2021-10-16","1-4 years","All","All","Observed","1.3","2.9"
"All","2021-22","2021-10-23","1-4 years","All","All","Observed","1.1","4.1"
"All","2021-22","2021-10-30","1-4 years","All","All","Observed","1.0","5.1"
"All","2021-22","2021-11-06","1-4 years","All","All","Observed","0.7","5.8"
"All","2021-22","2021-11-13","1-4 years","All","All","Observed","1.5","7.2"
"All","2021-22","2021-11-20","1-4 years","All","All","Observed","0.9","8.1"
"All","2021-22","2021-11-27","1-4 years","All","All","Observed","1.2","9.3"
"All","2021-22","2021-12-04","1-4 years","All","All","Observed","1.8","11.1"
"All","2021-22","2021-12-11","1-4 years","All","All","Observed","1.9","13.0"
"All","2021-22","2021-12-18","1-4 years","All","All","Observed","1.5","14.5"
"All","2021-22","2021-12-25","1-4 years","All","All","Observed","3.7","18.2"
"All","2021-22","2022-01-01","1-4 years","All","All","Observed","7.1","25.3"
"All","2021-22","2022-01-08","1-4 years","All","All","Observed","8.2","33.4"
"All","2021-22","2022-01-15","1-4 years","All","All","Observed","7.6","41.0"
"All","2021-22","2022-01-22","1-4 years","All","All","Observed","8.1","49.1"
"All","2021-22","2022-01-29","1-4 years","All","All","Observed","5.5","54.6"
"All","2021-22","2022-02-05","1-4 years","All","All","Observed","4.1","58.7"
"All","2021-22","2022-02-12","1-4 years","All","All","Observed","4.1","62.8"
"All","2021-22","2022-02-19","1-4 years","All","All","Observed","2.8","65.6"
"All","2021-22","2022-02-26","1-4 years","All","All","Observed","2.2","67.8"
"All","2021-22","2022-03-05","1-4 years","All","All","Observed","1.8","69.6"
"All","2021-22","2022-03-12","1-4 years","All","All","Observed","1.9","71.5"
"All","2021-22","2022-03-19","1-4 years","All","All","Observed","1.1","72.6"
"All","2021-22","2022-03-26","1-4 years","All","All","Observed","1.1","73.7"
"All","2021-22","2022-04-02","1-4 years","All","All","Observed","1.1","74.8"
"All","2021-22","2022-04-09","1-4 years","All","All","Observed","1.0","75.9"
"All","2021-22","2022-04-16","1-4 years","All","All","Observed","1.1","76.9"
"All","2021-22","2022-04-23","1-4 years","All","All","Observed","1.3","78.3"
"All","2021-22","2022-04-30","1-4 years","All","All","Observed","1.7","79.9"
"All","2021-22","2022-05-07","1-4 years","All","All","Observed","1.2","81.1"
"All","2021-22","2022-05-14","1-4 years","All","All","Observed","1.8","82.9"
"All","2021-22","2022-05-21","1-4 years","All","All","Observed","1.7","84.6"
"All","2021-22","2022-05-28","1-4 years","All","All","Observed","1.7","86.4"
"All","2021-22","2022-06-04","1-4 years","All","All","Observed","1.7","88.1"
"All","2021-22","2022-06-11","1-4 years","All","All","Observed","2.1","90.2"
"All","2021-22","2022-06-18","1-4 years","All","All","Observed","2.3","92.5"
"All","2021-22","2022-06-25","1-4 years","All","All","Observed","2.4","94.9"
"All","2021-22","2022-07-02","1-4 years","All","All","Observed","3.0","97.9"
"All","2021-22","2022-07-09","1-4 years","All","All","Observed","2.6","100.5"
"All","2021-22","2022-07-16","1-4 years","All","All","Observed","1.7","102.2"
"All","2021-22","2022-07-23","1-4 years","All","All","Observed","2.6","104.8"
"All","2021-22","2022-07-30","1-4 years","All","All","Observed","2.0","106.8"
"All","2021-22","2022-08-06","1-4 years","All","All","Observed","2.5","109.4"
"All","2021-22","2022-08-13","1-4 years","All","All","Observed","2.2","111.6"
"All","2021-22","2022-08-20","1-4 years","All","All","Observed","3.1","114.6"
"All","2021-22","2022-08-27","1-4 years","All","All","Observed","2.9","117.6"
"All","2021-22","2022-09-03","1-4 years","All","All","Observed","1.6","119.2"
"All","2021-22","2022-09-10","1-4 years","All","All","Observed","1.7","120.9"
"All","2021-22","2022-09-17","1-4 years","All","All","Observed","1.9","122.9"
"All","2021-22","2022-09-24","1-4 years","All","All","Observed","1.3","124.2"
"All","2021-22","2022-10-01","1-4 years","All","All","Observed","1.7","126.0"
"MI","2021-22","2022-02-19","1-4 years","All","All","Observed","3.8","83.8"
"MI","2021-22","2022-02-26","1-4 years","All","All","Observed","5.7","89.5"
"MI","2021-22","2022-03-05","1-4 years","All","All","Observed","3.8","93.3"
"MI","2021-22","2022-03-12","1-4 years","All","All","Observed","0.0","93.3"
"MI","2021-22","2022-03-19","1-4 years","All","All","Observed","0.0","93.3"
"MI","2021-22","2022-03-26","1-4 years","All","All","Observed","1.9","95.2"
"MI","2021-22","2022-04-02","1-4 years","All","All","Observed","3.8","99.0"
"MI","2021-22","2022-04-09","1-4 years","All","All","Observed","1.9","100.9"
"MI","2021-22","2022-04-16","1-4 years","All","All","Observed","3.8","104.7"
"MI","2021-22","2022-04-23","1-4 years","All","All","Observed","0.0","104.7"
"MI","2021-22","2022-04-30","1-4 years","All","All","Observed","5.7","110.4"
"MI","2021-22","2022-05-07","1-4 years","All","All","Observed","0.0","110.4"
"MI","2021-22","2022-05-14","1-4 years","All","All","Observed","3.8","114.2"
"MI","2021-22","2022-05-21","1-4 years","All","All","Observed","0.0","114.2"
"MI","2021-22","2022-05-28","1-4 years","All","All","Observed","0.0","114.2"
"MI","2021-22","2022-06-04","1-4 years","All","All","Observed","0.0","114.2"
"MI","2021-22","2022-06-11","1-4 years","All","All","Observed","1.9","116.2"
"MI","2021-22","2022-06-18","1-4 years","All","All","Observed","3.8","120.0"
"MI","2021-22","2022-06-25","1-4 years","All","All","Observed","1.9","121.9"
"MI","2021-22","2022-07-02","1-4 years","All","All","Observed","3.8","125.7"
"MI","2021-22","2022-07-09","1-4 years","All","All","Observed","0.0","125.7"
"MI","2021-22","2022-07-16","1-4 years","All","All","Observed","0.0","125.7"
"MI","2021-22","2022-07-23","1-4 years","All","All","Observed","5.7","131.4"
"MI","2021-22","2022-07-30","1-4 years","All","All","Observed","3.8","135.2"
"MI","2021-22","2022-08-06","1-4 years","All","All","Observed","0.0","135.2"
"MI","2021-22","2022-08-13","1-4 years","All","All","Observed","1.9","137.1"
"MI","2021-22","2022-08-20","1-4 years","All","All","Observed","11.4","148.5"
"MI","2021-22","2022-08-27","1-4 years","All","All","Observed","7.6","156.1"
